Teil der Merit-Order?;MaStR-Nr. ;ÜNB;Status;Anlagenbetreiber;Anzeige-Name;PLZ der Einheit;Ort der Einheit;"Straße und Hausnummer
der Einheit";Bundesland der Einheit;Datum der erstmaligen Inbetriebnahme der Einheit;Energieträger;Hauptbrennstoff;Auswertung Energieträger;Wärmeauskopplung (KW) ja/nein;Technologie der Stromerzeugung;Angenommener Hauptenergieträger ;Zuordnung Kraftwerkstyp;Effizienz;Quelle Effizienz;Bruttoleistung [MW];"Netto-Nennleistung
(elektrische Wirkleistung) [MW]";"Mittlere verfügbare
Netto-Nennleistung [MW]";Brennstoffkosten (inkl. Transport) [EUR/MWHth];Grenzkosten [EUR/MWHel]
Ja;SEE953784241926;TenneT;In Betrieb;Papier- u. Kartonfabrik Varel GmbH & Co. KG;PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine DT 9;26316;Varel;Dangaster Straße 38;Niedersachsen;40795;Wärme;;Wärme;Ja;Gegendruckmaschine ohne Entnahme;Sonstige;Sonstige;0,3729;OPSD (2020);13,41;13,167;11,19195;95,59;297,1407884
Ja;SEE993957305321;TenneT;In Betrieb;Papierfabrik Adolf Jass GmbH & Co. KG;G25;36039;Fulda;Hermann-Muth-Straße 6;Hessen;33606;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3982;OPSD (2020);14,5;13,52;11,7624;40,69;138,6907333
Ja;SEE902796244388;TenneT;In Betrieb;Sappi Alfeld;Turbine 4;31061;Alfeld;Mühlenmasch 1;Niedersachsen;25832;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3267;OPSD (2020);14;11;9,57;40,69;168,7156413
Ja;SEE967243760361;TenneT;In Betrieb;Smurfit Westrock Herzberg Solid Board GmbH;Dampfturbine 3;37412;Herzberg;Andreasberger Straße 1;Niedersachsen;30317;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,45;Annahme basierend auf DIW (2014);14,4;13,49;11,7363;40,69;122,8985556
Ja;SEE913088869400;TenneT;In Betrieb;Städtische Werke Energie + Wärme GmbH;Kombi-HKW GT1;34134;Kassel;Dennhäuser Straße 122;Hessen;44286;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);15,68;15,29;13,3023;40,69;88,21325397
Ja;SEE982127973149;TenneT;In Betrieb;Städtische Werke Energie + Wärme GmbH;Kombi-HKW GT2;34134;Kassel;Dennhäuser Straße 122;Hessen;38691;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3718;OPSD (2020);31,95;31,15;27,1005;40,69;148,4320871
Ja;SEE958518628752;TenneT;In Betrieb;Stadtwerke Bielefeld GmbH;HKW Schildescher Straße DT 3;33611;Bielefeld;Schildescher Straße 16/5-HW;Nordrhein-Westfalen;24442;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3476;OPSD (2020);20,5;20;17,4;40,69;158,6615362
Ja;SEE985796237000;TenneT;In Betrieb;Stadtwerke Bielefeld GmbH;HKW Schildescher Str GT;33611;Bielefeld;Schildescher Straße 16/5-HW;Nordrhein-Westfalen;28265;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3597;OPSD (2020);24;23,5;20,445;40,69;153,3747567
Ja;SEE995462815548;TenneT;In Betrieb;Stadtwerke Bielefeld GmbH;HKW Schildescher Straße DT 4;33611;Bielefeld;Schildescher Strasse 16-5- hw;Nordrhein-Westfalen;24442;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3476;OPSD (2020);28,5;28,5;24,795;40,69;158,6615362
Ja;SEE999539592561;TenneT;In Betrieb;Stadtwerke Flensburg;Dampfturbine 12;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;42491;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,612;OPSD (2020);27,9;27,2;23,664;40,69;90,76364379
Ja;SEE958184152735;TenneT;In Betrieb;Stadtwerke Flensburg;Dampfturbine 7;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;29515;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,4026;OPSD (2020);34,16;28;24,36;40,69;137,191381
Ja;SEE949216632202;TenneT;In Betrieb;Stadtwerke Flensburg;Dampfturbine 13;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;44911;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine ohne Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);38,7;38,2;33,234;40,69;88,21325397
Ja;SEE966920434281;TenneT;In Betrieb;Stadtwerke Flensburg;Gasturbine 12;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;42474;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,612;OPSD (2020);50,2;50,1;43,587;40,69;90,76364379
Ja;SEE970667868155;TenneT;In Betrieb;Stadtwerke Flensburg;Gasturbine 13;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;44868;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);60,6;60;52,2;40,69;127,9568287
Ja;SEE975793104498;TenneT;In Betrieb;Stadtwerke Rosenheim GmbH & Co. KG;GM4;83022;Rosenheim;Schönfeldstraße 15;Bayern;41374;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,487;OPSD (2018);10,387;10,283;8,94621;40,69;113,6752567
Ja;SEE994055148599;TenneT;In Betrieb;Stadtwerke Würzburg AG;Heizkraftwerk an der Friedensbrücke DampfturbineIV;97080;Würzburg;Veitshöchheimer Straße 1;Bayern;44512;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,5;https://www.wvv.de/media-wvv/unternehmen/dokumente/umwelt/umwelterklaerung-2020-heizkraftwerk.pdf;20,5;20,5;17,835;40,69;110,7587
Ja;SEE972526098451;TenneT;In Betrieb;Stadtwerke Würzburg AG;Heizkraftwerk an der Friedensbrücke DampfturbineIII;97080;Würzburg;Veitshöchheimer Straße 1;Bayern;26214;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,25;OPSD (2020);23,5;23;20,01;40,69;220,0174
Ja;SEE910471578864;TenneT;In Betrieb;Stadtwerke Würzburg AG;Heizkraftwerk an der Friedensbrücke DampfturbineII;97080;Würzburg;Veitshöchheimer Straße 1;Bayern;34268;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,25;OPSD (2020);25,5;25;21,75;40,69;220,0174
Ja;SEE944095305490;TenneT;In Betrieb;Stadtwerke Würzburg AG;Heizkraftwerk an der Friedensbrücke GasturbineII;97080;Würzburg;Veitshöchheimer Straße 1;Bayern;39857;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5;OPSD (2020);30,5;30;26,1;40,69;110,7587
Ja;SEE967844487346;TenneT;In Betrieb;Stadtwerke Würzburg AG;Heizkraftwerk an der Friedensbrücke GasturbineI;97080;Würzburg;Veitshöchheimer Straße 1;Bayern;38404;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5;OPSD (2020);51,5;51;44,37;40,69;110,7587
Ja;SEE917110358740;TenneT;In Betrieb;Steinbeis Energie GmbH;Steinbeis Energie EBS Kessel 6;25348;Glückstadt;Stadtstraße 20;Schleswig-Holstein;40448;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);21,4;17;14,45;0;1
Ja;SEE902329484380;TenneT;In Betrieb;Südzucker AG;Dampfturbine I Südzucker Wabern;34590;Wabern;Homberger Straße 1;Hessen;28041;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine ohne Entnahme;Sonstige;Sonstige;0,35;eigene Annahme;12,54;11,8754;10,09409;95,59;316,5168571
Ja;SEE956337212497;TenneT;In Betrieb;Südzucker AG;Dampfturbine I Südzucker Ochsenfurt;97199;Ochsenfurt;Marktbreiter Straße 74;Bayern;28734;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine ohne Entnahme;Sonstige;Sonstige;0,35;eigene Annahme;14,4;13,667;11,61695;95,59;316,5168571
Ja;SEE915604855232;TenneT;In Betrieb;Sustainable Energy Aschaffenburg GmbH;GuD-Anlage (Gasturbine);63741;Aschaffenburg;Weichertstraße 7;Bayern;41302;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,5985;OPSD (2020);32,25;31,552;27,45024;40,69;92,27710944
Ja;SEE986413873564;TenneT;In Betrieb;swb Entsorgung GmbH&Co. KG;MHKW_Gen2;28219;Bremen;Oken 2;Bremen;37987;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Gegendruckmaschine ohne Entnahme;Abfall;Abfall;0,33;OPSD (2020);13,7;13,3;11,305;0;1
Ja;SEE958310939391;TenneT;In Betrieb;swb Entsorgung GmbH&Co. KG;MKK;28237;Bremen;Otavistraße 9;Bremen;39997;nicht biogener Abfall;Industrieabfall;Abfall;Ja;Gegendruckmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);35;32;27,2;0;1
Ja;SEE950201173198;TenneT;In Betrieb;swb Entsorgung GmbH&Co. KG;MHKW_Gen4;28219;Bremen;Oken 2;Bremen;41275;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);50;49,2;41,82;0;1
Ja;SEE972922507168;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 01;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80955;11,67944;10,1611128;40,69;115,5487474
Ja;SEE906392287978;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 02;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE910929866741;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 03;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE927787059284;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 04;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE915137840866;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 05;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE905751443291;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 06;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE960175509510;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 07;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE940200876787;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 08;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE966202630769;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 09;28207;Bremen;Hastedter Osterdeich 255;Bremen;44858;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,479;https://www.bhkw-infozentrum.de/beispiele/bhkw-des-monats-05-2024.pdf;11,80956;11,67944;10,1611128;40,69;115,5487474
Ja;SEE942366584926;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Nord 1 T10;85774;Unterföhring;Münchner Straße 22;Bayern;33479;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Gegendruckmaschine ohne Entnahme;Abfall;Abfall;0,33;OPSD (2020);22,05;18;15,3;0;1
Ja;SEE998278854237;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Nord 3 T30;85774;Unterföhring;Münchner Straße 22;Bayern;30755;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);27,8;22;18,7;0;1
Ja;SEE945217244789;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Freimann GT11;80807;München;Frankfurter Ring 181;Bayern;44197;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4;eigene Annahme;53,151;52,451;45,63237;40,69;138,073375
Ja;SEE920560912882;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Freimann GT12;80807;München;Frankfurter Ring 181;Bayern;44197;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4;eigene Annahme;53,468;52,768;45,90816;40,69;138,073375
Ja;SEE901789931854;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Sued GuD1 GT2;81371;München;Schäftlarnstraße 15;Bayern;29495;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,45;OPSD (2020);98,9;97,9;85,173;40,69;122,8985556
Ja;SEE985585573104;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Sued GuD1 GT3;81371;München;Schäftlarnstraße 15;Bayern;29495;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,45;OPSD (2020);98,9;97,9;85,173;40,69;122,8985556
Ja;SEE996720450723;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Sued GuD2 DT60;81371;München;Schäftlarnstraße 15;Bayern;38308;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,558;OPSD (2020);131,585;127,6;111,012;40,69;99,40206093
Ja;SEE980327120226;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Sued GuD2 GT61;81371;München;Schäftlarnstraße 15;Bayern;44561;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,558;OPSD (2020);146,5;146,3;127,281;40,69;98,90206093
Ja;SEE976219797843;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Sued GuD2 GT62;81371;München;Schäftlarnstraße 15;Bayern;44561;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,558;OPSD (2020);146,5;146,3;127,281;40,69;98,90206093
Ja;SEE977770417713;TenneT;In Betrieb;SWN Stadtwerke Neumünster GmbH Matthias Krökel;T3;24534;Neumünster;Bismarckstraße 51;Schleswig-Holstein;29042;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Gegendruckmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);15,52;12,522;10,6437;0;1
Ja;SEE981003349412;TenneT;In Betrieb;SWN Stadtwerke Neumünster GmbH Matthias Krökel;T6;24534;Neumünster;Bismarckstraße 51;Schleswig-Holstein;41830;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);23,02;14,44;12,274;0;1
Ja;SEE982367992610;TenneT;In Betrieb;Uniper Kraftwerke GmbH;Franken GT2;90449;Nürnberg;Felsenstraße 14;Bayern;27395;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,432;OPSD (2020);58;53;46,11;40,69;127,4568287
Ja;SEE974201537415;TenneT;In Betrieb;Uniper Kraftwerke GmbH;Huntorf GT;26931;Elsfleth;Große Hellmer 4;Niedersachsen;28491;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,42;OPSD (2020);323;321;279,27;40,69;131,069881
Ja;SEE911764038249;TenneT;in Betrieb;Uniper Kraftwerke GmbH;Franken DT1;90449;Nürnberg;Felsenstraße 14;Bayern;26665;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,4185;OPSD (2020);395;383;333,21;40,69;132,0360812
Ja;SEE922477386435;TenneT;in Betrieb;Uniper Kraftwerke GmbH;Franken DT2;90449;Nürnberg;Felsenstraße 14;Bayern;27395;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,432;OPSD (2020);395;387;336,69;40,69;127,9568287
Ja;SEE948129095272;TenneT;In Betrieb;Uniper Kraftwerke GmbH;Irsching 4;85088;Vohburg;Paarstraße 30;Bayern;40544;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,604;OPSD (2020);580;576;501,12;40,69;91,94594371
Ja;SEE943210695102;TenneT;In Betrieb;Volkswagen AG;DT30 GuD Süd Wolfsburg;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;44557;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,4;eigene Annahme;37;36,2;30,77;95,59;277,07725
Ja;SEE955053582136;TenneT;In Betrieb;Volkswagen AG;GuD West 40 Dampfturbine;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;45282;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,47;Annahme basierend auf DIW (2014);48,99;48,99;41,6415;95,59;235,9593617
Ja;SEE956527009524;TenneT;In Betrieb;Volkswagen AG;GuD West 50 Dampfturbine;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;45282;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,47;Annahme basierend auf DIW (2014);48,99;48,99;41,6415;95,59;235,9593617
Ja;SEE919939073064;TenneT;In Betrieb;Volkswagen AG;GT 31 GuD Süd Wolfsburg;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;44557;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,63;Annahme basierend auf DIW (2014);49,5;49,4;42,978;40,69;87,71325397
Ja;SEE984196895179;TenneT;In Betrieb;Volkswagen AG;GT32 GuD Süd Wolfsburg;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;44557;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,63;Annahme basierend auf DIW (2014);49,5;49,4;42,978;40,69;87,71325397
Ja;SEE987007882719;TenneT;In Betrieb;Volkswagen AG;GuD West 40 Gasturbine;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;45282;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,47;Annahme basierend auf DIW (2014);101;101;87,87;40,69;117,7326596
Ja;SEE990778985312;TenneT;In Betrieb;Volkswagen AG;GuD West 50 Gasturbine;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;45282;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,47;Annahme basierend auf DIW (2014);101;101;87,87;40,69;117,7326596
Ja;SEE971995083203;TenneT;In Betrieb;VW Kraftwerk GmbH;BHKW Braunschweig;38112;Braunschweig;Gifhorner Straße 180;Niedersachsen;41840;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,4004;OPSD (2020);10,5;10,4;9,048;40,69;137,9369381
Ja;SEE998387657606;TenneT;In Betrieb;VW Kraftwerk GmbH;VW Baunatal Dampfturbine;34225;Baunatal;Im Lehnhof ;Hessen;41323;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,47;OPSD (2020);30,259;29,304;24,9084;95,59;235,9593617
Ja;SEE961847934449;TenneT;In Betrieb;VW Kraftwerk GmbH;VW Baunatal Gasturbine;34225;Baunatal;Im Lehnhof ;Hessen;41323;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,47;OPSD (2020);51;45,07;39,2109;40,69;117,2326596
Ja;SEE903050601572;TenneT;In Betrieb;Wacker Chemie;Turbine/Generator 9;84489;Burghausen;Johannes-Hess-Straße 24;Bayern;31778;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3619;OPSD (2020);13,6;13,5;11,745;40,69;152,4515059
Ja;SEE921503407342;TenneT;In Betrieb;Wacker Chemie;Turbine/Generator 10;84489;Burghausen;Johannes-Hess-Straße 24;Bayern;41837;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3619;OPSD (2020);37,8;37,6;32,712;40,69;152,4515059
Ja;SEE956085205437;TenneT;In Betrieb;Wacker Chemie;Turbine/Generator 8;84489;Burghausen;Johannes-Hess-Straße 24;Bayern;28989;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3619;OPSD (2020);46;45,8;39,846;40,69;152,4515059
Ja;SEE947816911833;TenneT;In Betrieb;Wacker Chemie;Gasturbinenanlage 12;84489;Burghausen;Johannes-Hess-Straße 24;Bayern;37099;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,5445;OPSD (2020);141;137;119,19;40,69;101,8293848
Ja;SEE944429192826;TenneT;In Betrieb;Zweckverband Abfallverwertung Südostbayern;SEE944429192826 (MHKW Burgkirchen (Müllverbrennung));84508;Burgkirchen;Bruck 110;Bayern;34362;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);16,6;12,8;10,88;0;1
Ja;SEE971796321603;TenneT;In Betrieb;Zweckverband Abfallwirtschaft Raum Würzburg;TS II;97076;Würzburg;Gattingerstraße 31;Bayern;36108;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);16;12;10,2;0;1
Ja;SEE964170331206;TenneT;In Betrieb;Zweckverband für Abfallwirtschaft in Nordwest-Oberfranken;MHKW Coburg;96450;Coburg;Glender Straße 30;Bayern;32143;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Gegendruckmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);12,5;10,6;9,01;0;1
Ja;SEE907370296296;TenneT;In Betrieb;Zweckverband Müllverwertung Schwandorf;MKW SAD Turbine 5;92421;Schwandorf;Alustraße 7;Bayern;33759;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);30;30;25,5;0;1
Ja;SEE925011950635;TenneT;In Betrieb;Zweckverband Müllverwertungsanlage Ingolstadt;Turbine VE 40 ZV MVA IN;85055;Ingolstadt;Am Mailinger Bach 141;Bayern;35318;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);22,8;18,24;15,504;0;1
Ja;SEE973793127974;TenneT;In Betrieb;ArcelorMittal Bremen GmbH;KW Mittelsbüren Block 4;28237;Bremen;Auf den Delben 35;Bremen;27743;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Dampfmotor;Sonstige;Sonstige;0,315;OPSD (2020);240;160;136;95,59;351,5742857
Ja;SEE954780579013;TenneT;In Betrieb;AUDI;IN_WERK_PST_Gesamt;85057;Ingolstadt;Ettinger Straße 105;Bayern;33055;Mineralölprodukte;Dieselkraftstoff;Mineralölprodukte;Nein;Verbrennungsmotor;Öl;Öl;0,354;Annahme basierend auf DIW (2014);45,178;45,178;38,4013;95,89;326,7288136
Ja;SEE997526539162;TenneT;In Betrieb;Energieservice Westfalen Weser GmbH;Kraftwerk-Kirchlengern_GT2;32278;Kirchlengern;Bahnhofstraße 40;Nordrhein-Westfalen;26821;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,4545;OPSD (2020);19,5;19;16,15;95,89;254,7029703
